Game,2014,2019,2018,2015,2017,2013,N/A,2016,2020,Genre,North America,Europe,Japan,Rest of World,Global,Publisher
Broken Sword 5: The Serpent's Curse,0,0,0,1,0,0,0,0,0,Adventure,0.0,0.6179196704428422,0.0,0.33112582781456934,0.36101083032490955,Revolution Software
Terraria,1,0,0,0,0,0,0,0,0,Action,0.0,0.5149330587023685,0.46082949308755783,0.33112582781456934,0.36101083032490955,505 Games
Warhammer: The End Times - Vermintide,0,0,0,0,0,0,0,1,0,Action,0.4854368932038839,0.3089598352214211,0.0,0.33112582781456934,0.36101083032490955,Games Workshop
Batman: The Enemy Within,0,0,0,0,1,0,0,0,0,Adventure,0.8090614886731395,0.0,0.0,0.33112582781456934,0.36101083032490955,Telltale Games
Atari Flashback Classics: Volume 1,0,0,0,0,0,0,0,1,0,Misc,0.8090614886731395,0.0,0.0,0.33112582781456934,0.36101083032490955,Atari
Legend of Kay Anniversary,0,0,0,1,0,0,0,0,0,Action,0.0,0.6179196704428422,0.0,0.33112582781456934,0.36101083032490955,Nordic Games
Steins;Gate 0,0,0,0,1,0,0,0,0,0,Adventure,0.0,0.0,3.2258064516129044,0.0,0.36101083032490955,PQube
ZombiU,0,0,0,0,0,0,0,1,0,Action,0.0,0.4119464469618948,0.46082949308755783,0.33112582781456934,0.36101083032490955,Ubisoft
Risen 3: Titan Lords,0,0,0,1,0,0,0,0,0,Role-Playing,0.0,0.6179196704428422,0.0,0.33112582781456934,0.36101083032490955,Deep Silver
Mark McMorris Infinite Air,0,0,0,0,0,0,0,1,0,Sports,0.8090614886731395,0.0,0.0,0.33112582781456934,0.30943785456420814,Maximum Games
Dead or Alive Xtreme 3: Fortune,0,0,0,0,0,0,0,1,0,Sports,0.0,0.0,2.7649769585253456,0.0,0.30943785456420814,Tecmo Koei
Birthdays the Beginning,0,0,0,0,1,0,0,0,0,Misc,0.8090614886731395,0.0,0.0,0.33112582781456934,0.30943785456420814,NIS America
Rugby 18,0,0,0,0,1,0,0,0,0,Sports,0.8090614886731395,0.0,0.0,0.33112582781456934,0.30943785456420814,Koch Media
The Binding of Isaac,0,0,0,0,1,0,0,0,0,Misc,0.8090614886731395,0.0,0.0,0.33112582781456934,0.30943785456420814,Nicalis
Sherlock Holmes: The Devil's Daughter,0,0,0,0,0,0,0,1,0,Adventure,0.8090614886731395,0.0,0.0,0.33112582781456934,0.30943785456420814,Bigben Interactive
Atelier Liddy and Soeur: Alchemists of the Mysterious Painting,0,0,0,0,1,0,0,0,0,Role-Playing,0.4854368932038839,0.0,1.3824884792626728,0.33112582781456934,0.30943785456420814,Tecmo Koei
MX vs. ATV Supercross Encore,0,0,0,1,0,0,0,0,0,Sports,0.0,0.5149330587023685,0.0,0.33112582781456934,0.30943785456420814,Nordic Games
MX vs ATV Supercross Encore 2017 Track Edition,0,0,0,0,1,0,0,0,0,Racing,0.8090614886731395,0.0,0.0,0.33112582781456934,0.30943785456420814,THQ Nordic
Sword Art Online: Game Director's Edition,0,0,0,1,0,0,0,0,0,Role-Playing,0.0,0.0,2.7649769585253456,0.0,0.30943785456420814,Namco Bandai Games
Deformers,0,0,0,0,1,0,0,0,0,Action,0.8090614886731395,0.0,0.0,0.33112582781456934,0.30943785456420814,Ready at Dawn
Nobunaga no Yabou: Souzou,1,0,0,0,0,0,0,0,0,Strategy,0.0,0.0,2.7649769585253456,0.0,0.30943785456420814,Tecmo Koei
Dragon Quest X: All in One Package,0,0,0,0,1,0,0,0,0,Role-Playing,0.0,0.0,2.7649769585253456,0.0,0.30943785456420814,Square Enix
Yomawari: Midnight Shadows,0,0,0,0,1,0,0,0,0,Action,0.32362459546925576,0.0,1.8433179723502309,0.0,0.30943785456420814,NIS America
Game of Thrones (Telltale),0,0,0,1,0,0,0,0,0,Adventure,0.8090614886731395,0.0,0.0,0.33112582781456934,0.30943785456420814,Telltale Games
Atari Flashback Classics: Volume 2,0,0,0,0,0,0,0,1,0,Misc,0.8090614886731395,0.0,0.0,0.33112582781456934,0.30943785456420814,Atari
Outcast: Second Contact,0,0,0,0,1,0,0,0,0,Adventure,0.8090614886731395,0.0,0.0,0.33112582781456934,0.30943785456420814,Maximum Games
Cartoon Network Battle Crashers,0,0,0,0,0,0,0,1,0,Action,0.8090614886731395,0.0,0.0,0.33112582781456934,0.30943785456420814,Maximum Games
Handball 16,0,0,0,1,0,0,0,0,0,Sports,0.0,0.5149330587023685,0.0,0.33112582781456934,0.30943785456420814,Bigben Interactive
Extinction,0,0,1,0,0,0,0,0,0,Action,0.8090614886731395,0.0,0.0,0.33112582781456934,0.30943785456420814,Maximum Games
Rugby World Cup 2015,0,0,0,1,0,0,0,0,0,Sports,0.0,0.5149330587023685,0.0,0.33112582781456934,0.30943785456420814,Big Ben Interactive
Exist Archive: The Other Side of the Sky,0,0,0,1,0,0,0,0,0,Role-Playing,0.32362459546925576,0.0,1.3824884792626728,0.0,0.30943785456420814,Aksys Games
King's Quest: The Complete Collection,0,0,0,0,0,0,0,1,0,Adventure,0.8090614886731395,0.0,0.0,0.33112582781456934,0.30943785456420814,Activision
Sine Mora,0,0,0,0,1,0,0,0,0,Action,0.4854368932038839,0.1029866117404737,0.0,0.33112582781456934,0.30943785456420814,THQ Nordic
Aven Colony,0,0,0,0,1,0,0,0,0,Strategy,0.6472491909385115,0.1029866117404737,0.0,0.33112582781456934,0.30943785456420814,Sold Out
Battle Chasers: Nightwar,0,0,0,0,1,0,0,0,0,Role-Playing,0.4854368932038839,0.2059732234809474,0.0,0.33112582781456934,0.30943785456420814,THQ Nordic
WRC 5: FIA World Rally Championship,0,0,0,1,0,0,0,0,0,Racing,0.0,0.5149330587023685,0.0,0.33112582781456934,0.30943785456420814,Bigben Interactive
Black Mirror,0,0,0,0,1,0,0,0,0,Adventure,0.6472491909385115,0.0,0.0,0.33112582781456934,0.2578648788035071,THQ Nordic
Touhou Genso Wanderer,0,0,0,0,1,0,0,0,0,Action,0.6472491909385115,0.0,0.0,0.33112582781456934,0.2578648788035071,NIS America
Arcania: Gothic 4,0,0,0,1,0,0,0,0,0,Role-Playing,0.6472491909385115,0.0,0.0,0.33112582781456934,0.2578648788035071,Nordic Games
Starblood Arena VR,0,0,0,0,1,0,0,0,0,Shooter,0.6472491909385115,0.0,0.0,0.33112582781456934,0.2578648788035071,Sony Interactive Entertainment
Hellblade,0,0,1,0,0,0,0,0,0,Action-Adventure,0.4854368932038839,0.1029866117404737,0.0,0.33112582781456934,0.2578648788035071,505 Games
Bubsy: The Woolies Strike Back,0,0,0,0,1,0,0,0,0,Platform,0.6472491909385115,0.0,0.0,0.33112582781456934,0.2578648788035071,Accolade
Nitroplus Blasterz: Heroines Infinite Duel,0,0,0,1,0,0,0,0,0,Fighting,0.16181229773462813,0.1029866117404737,1.3824884792626728,0.0,0.2578648788035071,Marvelous Interactive
Nobunaga's Ambition: Creation,1,0,0,0,0,0,0,0,0,Strategy,0.6472491909385115,0.0,0.0,0.33112582781456934,0.2578648788035071,Tecmo Koei
Child of Light,1,0,0,0,0,0,0,0,0,Role-Playing,0.0,0.1029866117404737,1.8433179723502309,0.0,0.2578648788035071,Ubisoft
Phantasy Star Online 2 Episode 4: Deluxe Package,0,0,0,0,1,0,0,0,0,Role-Playing,0.0,0.0,2.3041474654377883,0.0,0.2578648788035071,Sega
Saints Row: Gat out of Hell,0,0,0,1,0,0,0,0,0,Action,0.0,0.4119464469618948,0.0,0.33112582781456934,0.2578648788035071,Deep Silver
Werewolves Within,0,0,0,0,0,0,0,1,0,Misc,0.6472491909385115,0.0,0.0,0.33112582781456934,0.2578648788035071,Ubisoft
Demon Gaze 2,0,0,0,0,1,0,0,0,0,Role-Playing,0.6472491909385115,0.0,0.0,0.33112582781456934,0.2578648788035071,NIS America
Real Farm,0,0,0,0,1,0,0,0,0,Simulation,0.6472491909385115,0.0,0.0,0.33112582781456934,0.2578648788035071,Soedesco
Worms: WMD,0,0,0,0,0,0,0,1,0,Strategy,0.32362459546925576,0.2059732234809474,0.0,0.33112582781456934,0.2578648788035071,Team17 Digital Ltd
Syberia III,0,0,0,0,1,0,0,0,0,Adventure,0.6472491909385115,0.0,0.0,0.33112582781456934,0.2578648788035071,Microids
Sengoku Basara: Sanada Yukimura-Den,0,0,0,0,0,0,0,1,0,Action,0.0,0.0,2.3041474654377883,0.0,0.2578648788035071,Capcom
Sengoku Basara 4: Sumeragi,0,0,0,1,0,0,0,0,0,Action,0.0,0.0,2.3041474654377883,0.0,0.2578648788035071,Capcom
S�bastien Loeb Rally Evo,0,0,0,0,0,0,0,1,0,Racing,0.0,0.4119464469618948,0.0,0.33112582781456934,0.2578648788035071,Milestone S.r.l
Don't Starve,0,0,1,0,0,0,0,0,0,Adventure,0.6472491909385115,0.0,0.0,0.33112582781456934,0.2578648788035071,505 Games
Monster Jam: Crush It,0,0,0,0,0,0,0,1,0,Racing,0.6472491909385115,0.0,0.0,0.33112582781456934,0.2578648788035071,GameMill
Prison Architect,0,0,0,0,0,0,0,1,0,Simulation,0.32362459546925576,0.2059732234809474,0.0,0.33112582781456934,0.2578648788035071,Introversion Software
Assault Suit Leynos,0,0,0,0,0,0,0,1,0,Shooter,0.6472491909385115,0.0,0.0,0.33112582781456934,0.2578648788035071,Rising Star Games
Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,0,0,0,0,0,0,0,1,0,Adventure,0.6472491909385115,0.0,0.0,0.33112582781456934,0.2578648788035071,NIS America
Overcooked,0,0,0,0,0,0,0,1,0,Action,0.6472491909385115,0.0,0.0,0.33112582781456934,0.2578648788035071,Sold Out
Ben 10 (2017),0,0,0,0,1,0,0,0,0,Action,0.6472491909385115,0.0,0.0,0.33112582781456934,0.2578648788035071,Outright Games
Dead Alliance,0,0,0,0,1,0,0,0,0,Shooter,0.6472491909385115,0.0,0.0,0.33112582781456934,0.20629190304280573,Maximum Games
Deer Hunter Reloaded,0,0,0,0,1,0,0,0,0,Shooter,0.6472491909385115,0.0,0.0,0.33112582781456934,0.20629190304280573,Maximum Games
That's You,0,0,0,0,1,0,0,0,0,Party,0.6472491909385115,0.0,0.0,0.33112582781456934,0.20629190304280573,Sony Interactive Entertainment
Raid: World War II,0,0,0,0,1,0,0,0,0,Shooter,0.6472491909385115,0.0,0.0,0.33112582781456934,0.20629190304280573,505 Games
Hyperdimension Neptunia Victory II,0,0,0,1,0,0,0,0,0,Role-Playing,0.0,0.0,1.8433179723502309,0.0,0.20629190304280573,Idea Factory International
Zero Escape The Nonary Games,0,0,0,0,1,0,0,0,0,Adventure,0.4854368932038839,0.0,0.46082949308755783,0.33112582781456934,0.20629190304280573,Aksys Games
Rugby Challenge 3,0,0,0,0,0,0,0,1,0,Sports,0.0,0.4119464469618948,0.0,0.33112582781456934,0.20629190304280573,Alternative Software
Vikings: Wolves of Midgard,0,0,0,0,1,0,0,0,0,Action,0.4854368932038839,0.1029866117404737,0.0,0.33112582781456934,0.20629190304280573,Kalypso Media
INSIDE / LIMBO Double Pack,0,0,0,0,1,0,0,0,0,Platform,0.6472491909385115,0.0,0.0,0.33112582781456934,0.20629190304280573,505 Games
The Talos Principle,0,0,0,1,0,0,0,0,0,Puzzle,0.0,0.4119464469618948,0.0,0.33112582781456934,0.20629190304280573,Nighthawk Interactive
Megadimension Neptunia VIIR,0,0,0,0,1,0,0,0,0,Role-Playing,0.16181229773462813,0.0,1.3824884792626728,0.0,0.20629190304280573,Compile Heart
R.B.I. Baseball 2016,0,0,0,0,0,0,0,1,0,Sports,0.6472491909385115,0.0,0.0,0.33112582781456934,0.20629190304280573,MLB.com
Pure Farming 2018,0,0,1,0,0,0,0,0,0,Simulation,0.32362459546925576,0.1029866117404737,0.0,0.33112582781456934,0.20629190304280573,Techland
Air Conflicts: Secret Wars,0,0,0,0,0,0,0,1,0,Simulation,0.4854368932038839,0.0,0.0,0.33112582781456934,0.20629190304280573,Nighthawk Interactive
Anima - Gate of Memories,0,0,0,0,0,0,0,1,0,Action,0.16181229773462813,0.2059732234809474,0.0,0.33112582781456934,0.20629190304280573,Avanquest
Axiom Verge,0,0,0,0,1,0,0,0,0,Action,0.4854368932038839,0.0,0.0,0.33112582781456934,0.20629190304280573,Badland Studio
Unbox: Newbie's Adventure,0,0,0,0,1,0,0,0,0,Action,0.4854368932038839,0.0,0.0,0.33112582781456934,0.20629190304280573,Merge Games
Here They Lie,0,0,0,0,0,0,0,1,0,Adventure,0.0,0.3089598352214211,0.0,0.33112582781456934,0.20629190304280573,Sony Interactive Entertainment
Under Night In-Birth Exe:Latest,0,0,0,0,1,0,0,0,0,Fighting,0.16181229773462813,0.0,1.3824884792626728,0.0,0.20629190304280573,Arc System Works
Aragami,0,0,0,0,0,0,0,1,0,Action,0.4854368932038839,0.0,0.0,0.33112582781456934,0.20629190304280573,Maximum Games
Yonder: The Cloud Catcher Chronicles,0,0,0,0,1,0,0,0,0,Action,0.4854368932038839,0.0,0.0,0.33112582781456934,0.20629190304280573,CokeM Interactive
Assassin's Creed Chronicles: China,0,0,0,1,0,0,0,0,0,Action-Adventure,0.0,0.3089598352214211,0.0,0.33112582781456934,0.20629190304280573,Ubisoft
JoJo's Bizarre Adventure: Eyes of Heaven,0,0,0,1,0,0,0,0,0,Fighting,0.0,0.0,1.8433179723502309,0.0,0.20629190304280573,Namco Bandai Games
Dungeons 3,0,0,0,0,1,0,0,0,0,Strategy,0.4854368932038839,0.0,0.0,0.33112582781456934,0.20629190304280573,Kalypso Media
Tour de France 2014,1,0,0,0,0,0,0,0,0,Sports,0.0,0.3089598352214211,0.0,0.33112582781456934,0.20629190304280573,Focus Home Interactive
Danganronpa Another Episode: Ultra Despair Girls,0,0,0,0,1,0,0,0,0,Shooter,0.4854368932038839,0.0,0.46082949308755783,0.33112582781456934,0.20629190304280573,NIS America
Aegis of Earth: Protonovus Assault,0,0,0,0,0,0,0,1,0,Action,0.4854368932038839,0.1029866117404737,0.0,0.33112582781456934,0.20629190304280573,PQube
Just Sing,0,0,0,0,0,0,0,1,0,Music,0.4854368932038839,0.0,0.0,0.33112582781456934,0.20629190304280573,Ubisoft
Wonder Boy: The Dragon's Trap (Remake),0,0,1,0,0,0,0,0,0,Platform,0.4854368932038839,0.0,0.0,0.33112582781456934,0.20629190304280573,Nicalis
Lumo,0,0,0,0,0,0,0,1,0,Puzzle,0.4854368932038839,0.0,0.0,0.33112582781456934,0.20629190304280573,Rising Star Games
ABZU,0,0,0,0,1,0,0,0,0,Adventure,0.4854368932038839,0.0,0.0,0.33112582781456934,0.20629190304280573,505 Games
Shadow Tactics: Blades of the Shogun,0,0,0,0,1,0,0,0,0,Strategy,0.32362459546925576,0.1029866117404737,0.0,0.33112582781456934,0.20629190304280573,Kalypso Media
Darkest Dungeon,0,0,1,0,0,0,0,0,0,Role-Playing,0.32362459546925576,0.0,0.46082949308755783,0.33112582781456934,0.20629190304280573,Merge Games
R.B.I. Baseball 2017,0,0,0,0,1,0,0,0,0,Sports,0.4854368932038839,0.0,0.0,0.33112582781456934,0.20629190304280573,MLB.com
Punch Line,0,0,0,1,0,0,0,0,0,Adventure,0.4854368932038839,0.0,0.0,0.33112582781456934,0.20629190304280573,5pb
VR Karts,0,0,0,0,1,0,0,0,0,Racing,0.4854368932038839,0.0,0.0,0.33112582781456934,0.20629190304280573,Perp Games
Resident Evil: Umbrella Corps,0,0,0,0,0,0,0,1,0,Shooter,0.0,0.0,1.8433179723502309,0.0,0.20629190304280573,Capcom
Marvel Pinball: Epic Collection Volume 1,0,0,0,0,0,0,0,1,0,Puzzle,0.4854368932038839,0.0,0.0,0.33112582781456934,0.20629190304280573,Nighthawk Interactive
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,0,0,0,1,0,0,0,0,0,Misc,0.0,0.0,1.8433179723502309,0.0,0.20629190304280573,Namco Bandai Games
Infamous: First Light,1,0,0,0,0,0,0,0,0,Action,0.0,0.3089598352214211,0.0,0.0,0.1547189272821043,Sony Computer Entertainment
Raiden V,0,0,0,0,1,0,0,0,0,Action,0.32362459546925576,0.0,0.0,0.33112582781456934,0.1547189272821043,UFO Interactive
The Peanuts Movie: Snoopy's Grand Adventure,0,0,0,1,0,0,0,0,0,Platform,0.0,0.3089598352214211,0.0,0.0,0.1547189272821043,Activision
The Dwarves,0,0,0,0,0,0,0,1,0,Role-Playing,0.4854368932038839,0.0,0.0,0.33112582781456934,0.1547189272821043,THQ Nordic
Dynasty Warriors: Eiketsuden,0,0,0,0,0,0,0,1,0,Strategy,0.0,0.0,1.3824884792626728,0.0,0.1547189272821043,Tecmo Koei
Winning Post 8 2016,0,0,0,0,0,0,0,1,0,Simulation,0.0,0.0,1.3824884792626728,0.0,0.1547189272821043,Tecmo Koei
Dragon's Dogma Online: Season 2,0,0,0,0,0,0,0,1,0,Action,0.0,0.0,1.3824884792626728,0.0,0.1547189272821043,Capcom
Coven and Labyrinth of Refrain,0,0,0,0,1,0,0,0,0,Action,0.16181229773462813,0.0,0.46082949308755783,0.0,0.1547189272821043,Nippon Ichi Software
Super Dungeon Bros,0,0,0,0,0,0,0,1,0,Action,0.32362459546925576,0.0,0.0,0.33112582781456934,0.1547189272821043,Wired Productions
Blade Arcus from Shining EX,0,0,0,1,0,0,0,0,0,Fighting,0.0,0.0,1.3824884792626728,0.0,0.1547189272821043,Sega
Troll and I,0,0,0,0,1,0,0,0,0,Action,0.32362459546925576,0.0,0.0,0.33112582781456934,0.1547189272821043,Maximum Games
The Pillars of the Earth,0,0,0,0,1,0,0,0,0,Adventure,0.32362459546925576,0.0,0.0,0.33112582781456934,0.1547189272821043,Kalypso Media
The Lost Child,0,0,0,0,1,0,0,0,0,Action,0.16181229773462813,0.0,0.46082949308755783,0.0,0.1547189272821043,Kadokawa Games
Romance of the Three Kingdoms 13 with Power-Up Kit,0,0,0,0,1,0,0,0,0,Misc,0.0,0.0,1.3824884792626728,0.0,0.1547189272821043,Tecmo Koei
Koihime Enbu,0,0,0,0,0,0,0,1,0,Fighting,0.0,0.0,1.3824884792626728,0.0,0.1547189272821043,Yeti
Road Rage,0,0,0,0,1,0,0,0,0,Racing,0.32362459546925576,0.0,0.0,0.33112582781456934,0.1547189272821043,Maximum Games
Winning Post 8 2017,0,0,0,0,1,0,0,0,0,Misc,0.0,0.0,1.3824884792626728,0.0,0.1547189272821043,Tecmo Koei
Dino Dini's Kick Off Revival,0,0,0,0,0,0,0,1,0,Sports,0.0,0.2059732234809474,0.0,0.0,0.1547189272821043,Avanquest
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,0,0,0,0,0,0,0,1,0,Misc,0.0,0.0,1.3824884792626728,0.0,0.1547189272821043,Namco Bandai Games
Tumblestone,0,0,0,0,0,0,0,1,0,Puzzle,0.32362459546925576,0.0,0.0,0.33112582781456934,0.1547189272821043,Nighthawk Interactive
Blackguards 2,0,0,0,0,1,0,0,0,0,Strategy,0.32362459546925576,0.0,0.0,0.33112582781456934,0.1547189272821043,Kalypso Media
Baja: Edge of Control HD,0,0,0,0,1,0,0,0,0,Racing,0.32362459546925576,0.0,0.0,0.33112582781456934,0.1547189272821043,THQ Nordic
Crows: Burning Edge,0,0,0,0,0,0,0,1,0,Action,0.0,0.0,1.3824884792626728,0.0,0.1547189272821043,Namco Bandai Games
Geometry Wars 3: Dimensions Evolved,0,0,0,0,0,0,0,1,0,Action,0.32362459546925576,0.0,0.0,0.33112582781456934,0.1547189272821043,Activision
We Sing (2016),0,0,0,0,0,0,0,1,0,Music,0.32362459546925576,0.0,0.0,0.33112582781456934,0.1547189272821043,THQ Nordic
Shin Hayarigami 2,0,0,0,0,0,0,0,1,0,Adventure,0.0,0.0,1.3824884792626728,0.0,0.1547189272821043,Nippon Ichi Software
The Town of Light,0,0,0,0,1,0,0,0,0,Adventure,0.32362459546925576,0.0,0.0,0.33112582781456934,0.1547189272821043,Wired Productions
OlliOlli: Epic Combo Edition,0,0,0,0,0,0,0,1,0,Platform,0.32362459546925576,0.0,0.0,0.33112582781456934,0.1547189272821043,Badland Studio
Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,0,0,0,0,1,0,0,0,0,Fighting,0.0,0.0,1.3824884792626728,0.0,0.1547189272821043,Namco Bandai Games
This War of Mine,0,0,0,0,0,0,1,0,0,Action,0.0,0.2059732234809474,0.0,0.0,0.1547189272821043,
Ao no Kanata no Four Rhythm,0,0,0,0,1,0,0,0,0,Visual Novel,0.0,0.0,1.3824884792626728,0.0,0.1547189272821043,Sprite
Zero Escape: Zero Time Dilemma,0,0,0,0,1,0,0,0,0,Adventure,0.32362459546925576,0.0,0.0,0.0,0.1547189272821043,Aksys Games
AereA,0,0,0,0,1,0,0,0,0,Role-Playing,0.32362459546925576,0.0,0.0,0.0,0.1547189272821043,Soedesco
Root Letter,0,0,0,0,0,0,0,1,0,Visual Novel,0.0,0.0,1.3824884792626728,0.0,0.1547189272821043,PQube
ClaDun Sengoku,0,0,0,0,1,0,0,0,0,Action,0.32362459546925576,0.0,0.0,0.0,0.1547189272821043,NIS America
The Girl and the Robot,0,0,0,0,1,0,0,0,0,Misc,0.32362459546925576,0.0,0.0,0.0,0.1547189272821043,Soedesco
Omega Quintet,1,0,0,0,0,0,0,0,0,Role-Playing,0.0,0.0,0.9216589861751154,0.0,0.1547189272821043,Compile Heart
Touhou Kobuto V: Burst Battle,0,0,0,0,1,0,0,0,0,Shooter,0.32362459546925576,0.0,0.0,0.0,0.1547189272821043,NIS America
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,0,0,0,0,0,0,0,1,0,Action,0.0,0.0,0.9216589861751154,0.0,0.10314595152140286,Namco Bandai Games
Rugby League Live 3,0,0,0,1,0,0,0,0,0,Sports,0.0,0.2059732234809474,0.0,0.0,0.10314595152140286,Tru Blu Entertainment
Omega Labyrinth Z,0,0,0,0,1,0,0,0,0,Role-Playing,0.0,0.0,0.9216589861751154,0.0,0.10314595152140286,D3Publisher
Lost Sphear,0,0,0,0,1,0,0,0,0,Role-Playing,0.0,0.0,0.9216589861751154,0.0,0.10314595152140286,Square Enix
Superbeat: Xonic,0,0,0,0,1,0,0,0,0,Music,0.32362459546925576,0.0,0.0,0.0,0.10314595152140286,PM Studios
Republique,0,0,0,0,0,0,0,1,0,Action-Adventure,0.0,0.1029866117404737,0.46082949308755783,0.0,0.10314595152140286,Gunho Online Entertainment
Super Stardust Ultra VR,0,0,0,0,0,0,0,1,0,Shooter,0.0,0.2059732234809474,0.0,0.0,0.10314595152140286,Sony Interactive Entertainment
Redout,0,0,0,0,1,0,0,0,0,Racing,0.32362459546925576,0.0,0.0,0.0,0.10314595152140286,505 Games
Resident Evil: Value Pack,0,0,0,0,0,0,0,1,0,Action-Adventure,0.0,0.0,0.9216589861751154,0.0,0.10314595152140286,Capcom
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,0,0,0,0,0,0,0,1,0,Action,0.0,0.0,0.9216589861751154,0.0,0.10314595152140286,Namco Bandai Games
PaRappa the Rapper Remastered,0,0,0,0,1,0,0,0,0,Music,0.0,0.0,0.9216589861751154,0.0,0.10314595152140286,Sony Interactive Entertainment
Earth's Dawn,0,0,0,0,0,0,0,1,0,Action,0.32362459546925576,0.0,0.0,0.0,0.10314595152140286,Rising Star Games
Big Buck Hunter Arcade,0,0,0,0,0,0,0,1,0,Shooter,0.32362459546925576,0.0,0.0,0.0,0.10314595152140286,GameMill Entertainment
Dungeons 2,0,0,0,0,0,0,0,1,0,Role-Playing,0.32362459546925576,0.0,0.0,0.0,0.10314595152140286,Kalypso Media
Tricky Towers,0,0,0,0,1,0,0,0,0,Puzzle,0.32362459546925576,0.0,0.0,0.0,0.10314595152140286,Soedesco
No Heroes Allowed! VR,0,0,0,0,1,0,0,0,0,Strategy,0.0,0.0,0.9216589861751154,0.0,0.10314595152140286,Sony Interactive Entertainment
ArmaGallant: Decks of Destiny,0,0,0,0,1,0,0,0,0,Strategy,0.32362459546925576,0.0,0.0,0.0,0.10314595152140286,Maximum Games
Carmageddon: Max Damage,0,0,0,0,0,0,0,1,0,Action,0.32362459546925576,0.0,0.0,0.0,0.10314595152140286,Stainless Games
Armello,0,0,1,0,0,0,0,0,0,Strategy,0.32362459546925576,0.0,0.0,0.0,0.10314595152140286,League of Geeks
Shaq-Fu: A Legend Reborn,0,0,1,0,0,0,0,0,0,Action,0.32362459546925576,0.0,0.0,0.0,0.10314595152140286,Wired Productions
Patapon Remastered,0,0,0,0,1,0,0,0,0,Music,0.0,0.0,0.9216589861751154,0.0,0.10314595152140286,Sony Interactive Entertainment
Monster Hunter Frontier Z: Beginner's Package,0,0,0,0,0,0,0,1,0,Action,0.0,0.0,0.9216589861751154,0.0,0.10314595152140286,Capcom
Professional Farmer 2016,0,0,0,1,0,0,0,0,0,Action,0.0,0.2059732234809474,0.0,0.0,0.10314595152140286,Namco Bandai Games
Natsuiro High School: Seishun Hakusho,0,0,0,1,0,0,0,0,0,Action,0.0,0.0,0.9216589861751154,0.0,0.10314595152140286,D3Publisher
The Inner World: The Last Wind Monk,0,0,0,0,1,0,0,0,0,Puzzle,0.32362459546925576,0.0,0.0,0.0,0.10314595152140286,Kalypso Media
SteamWorld Collection,0,0,0,0,0,0,0,1,0,Misc,0.32362459546925576,0.0,0.0,0.0,0.10314595152140286,Rising Star Games
Konoyo no Hate de Koi o Utau Shoujo: Yu-No,0,0,0,0,1,0,0,0,0,Visual Novel,0.0,0.0,0.9216589861751154,0.0,0.10314595152140286,5pb
God Eater Off Shot: Fujiki Kota-hen Twin Pack & Animation Vol.6,0,0,0,0,0,0,0,1,0,Misc,0.0,0.0,0.9216589861751154,0.0,0.10314595152140286,Namco Bandai Games
Genkai Tokki: Castle Panzers,0,0,0,0,1,0,0,0,0,Role-Playing,0.0,0.0,0.9216589861751154,0.0,0.10314595152140286,Compile Heart
Skullgirls: 2nd Encore,0,0,0,0,0,0,0,1,0,Fighting,0.0,0.0,0.9216589861751154,0.0,0.10314595152140286,Arc System Works
This Is The Police,0,0,0,0,1,0,0,0,0,Simulation,0.16181229773462813,0.0,0.0,0.0,0.10314595152140286,THQ Nordic
Rabbids Invasion: The Interactive TV Show,1,0,0,0,0,0,0,0,0,Misc,0.0,0.1029866117404737,0.0,0.0,0.10314595152140286,Ubisoft
FlatOut 4: Total Insanity,0,0,0,0,1,0,0,0,0,Racing,0.16181229773462813,0.0,0.0,0.0,0.10314595152140286,Bigben Interactive
Chaos;Child,0,0,0,1,0,0,0,0,0,Visual Novel,0.0,0.0,0.9216589861751154,0.0,0.10314595152140286,PQube
Touhou Shinhiroku: Urban Legend in Limbo,0,0,0,0,0,0,0,1,0,Fighting,0.0,0.0,0.9216589861751154,0.0,0.10314595152140286,Mediascape
Rogue Trooper: Redux,0,0,0,0,1,0,0,0,0,Shooter,0.16181229773462813,0.0,0.0,0.0,0.10314595152140286,Rebellion
Space Hulk: Deathwing,0,0,0,1,0,0,0,0,0,Shooter,0.0,0.1029866117404737,0.0,0.0,0.10314595152140286,Focus Home Interactive
Pharaonic,0,0,0,0,1,0,0,0,0,Action,0.16181229773462813,0.0,0.0,0.0,0.10314595152140286,Soedesco
White Day,0,0,0,0,1,0,0,0,0,Action,0.0,0.1029866117404737,0.46082949308755783,0.0,0.10314595152140286,PQube
Torment: Tides of Numenera,0,0,0,0,1,0,0,0,0,Role-Playing,0.16181229773462813,0.0,0.0,0.0,0.05157297576070143,Techland
Let It Die,0,0,0,0,1,0,0,0,0,Action,0.0,0.1029866117404737,0.46082949308755783,0.0,0.05157297576070143,GungHo
Summer Lesson: Miyamoto Hikari Collection,0,0,0,0,1,0,0,0,0,Adventure,0.0,0.0,0.46082949308755783,0.0,0.05157297576070143,Namco Bandai Games
